term_id,item_id,label,src
TERM_5406e2e2,ITEM_f6ef4ba13dd4,1,llm_recovered_positive
TERM_5406e2e2,ITEM_5388df1c698a,1,llm_recovered_positive
TERM_5406e2e2,ITEM_0952de90f63a,1,llm_recovered_positive
TERM_7b46da7e,ITEM_e78b19e12af1,1,llm_recovered_positive
TERM_7b46da7e,ITEM_e15b59a94bd3,1,llm_recovered_positive
TERM_7b46da7e,ITEM_262315c4e183,1,llm_recovered_positive
TERM_7b46da7e,ITEM_7ebb483bd10a,1,llm_recovered_positive
TERM_7b46da7e,ITEM_4b3fdc22122e,0,llm_verified_negative
TERM_911e0e79,ITEM_789eec4284f2,1,llm_recovered_positive
TERM_911e0e79,ITEM_f22ebc37c569,1,llm_recovered_positive
TERM_911e0e79,ITEM_df4a69fead06,1,llm_recovered_positive
TERM_911e0e79,ITEM_712ab91c2af5,1,llm_recovered_positive
TERM_911e0e79,ITEM_0b0a9910b87f,1,llm_recovered_positive
TERM_6eaea01c,ITEM_8c89929580e2,1,llm_recovered_positive
TERM_6eaea01c,ITEM_6d41c60ade5d,1,llm_recovered_positive
TERM_6eaea01c,ITEM_0268cac925e5,1,llm_recovered_positive
TERM_6eaea01c,ITEM_f4855bda5970,1,llm_recovered_positive
TERM_6eaea01c,ITEM_67dbc1deeef4,1,llm_recovered_positive
TERM_e070e71e,ITEM_0f2beb9d3df8,1,llm_recovered_positive
TERM_e070e71e,ITEM_d8699bbbadcd,1,llm_recovered_positive
TERM_e070e71e,ITEM_89928928a564,1,llm_recovered_positive
TERM_e070e71e,ITEM_7a75b54af4fe,0,llm_verified_negative
TERM_e070e71e,ITEM_09d6ea5be924,0,llm_verified_negative
TERM_397fb3ba,ITEM_fbbe030c9de3,0,llm_verified_negative
TERM_397fb3ba,ITEM_3d674fa7c575,1,llm_recovered_positive
TERM_397fb3ba,ITEM_4b629ccd2c68,1,llm_recovered_positive
TERM_397fb3ba,ITEM_8a077e581909,1,llm_recovered_positive
TERM_397fb3ba,ITEM_cc94479a9a5b,1,llm_recovered_positive
TERM_5bd8f6cb,ITEM_a3b50571a34a,0,llm_verified_negative
TERM_5bd8f6cb,ITEM_dc59b3c67360,0,llm_verified_negative
TERM_5bd8f6cb,ITEM_27f168cb0fbc,0,llm_verified_negative
TERM_5bd8f6cb,ITEM_af6715790293,0,llm_verified_negative
TERM_5bd8f6cb,ITEM_2981bbf40757,0,llm_verified_negative
TERM_24e24e17,ITEM_3867b3c4dcf4,1,llm_recovered_positive
TERM_24e24e17,ITEM_d5f114fec1e3,0,llm_verified_negative
TERM_24e24e17,ITEM_de860fdbf328,0,llm_verified_negative
TERM_24e24e17,ITEM_182a96e6a9d6,0,llm_verified_negative
TERM_24e24e17,ITEM_e8dd6f48e6bc,0,llm_verified_negative
TERM_689c6022,ITEM_c003967de379,1,llm_recovered_positive
TERM_689c6022,ITEM_7e8f35143185,1,llm_recovered_positive
TERM_689c6022,ITEM_fe25d08e2def,1,llm_recovered_positive
TERM_689c6022,ITEM_6be4d1ebde4e,1,llm_recovered_positive
TERM_689c6022,ITEM_7385f2c2825d,1,llm_recovered_positive
TERM_e99b6945,ITEM_035b9c052124,1,llm_recovered_positive
TERM_e99b6945,ITEM_e2181f29bf00,1,llm_recovered_positive
TERM_e99b6945,ITEM_f4b5a12c8198,1,llm_recovered_positive
TERM_e99b6945,ITEM_22fa722370fe,1,llm_recovered_positive
TERM_e99b6945,ITEM_6caf038e424a,1,llm_recovered_positive
TERM_1cf02c58,ITEM_21e34161aeea,1,llm_recovered_positive
TERM_1cf02c58,ITEM_98ac1983e945,1,llm_recovered_positive
TERM_1cf02c58,ITEM_67dc0e796163,1,llm_recovered_positive
TERM_1cf02c58,ITEM_6209e91f8920,1,llm_recovered_positive
TERM_1cf02c58,ITEM_df4d66a7dfea,1,llm_recovered_positive
TERM_f28e60ca,ITEM_e5583f6fa8dc,1,llm_recovered_positive
TERM_f28e60ca,ITEM_af1ea39e92ac,1,llm_recovered_positive
TERM_f28e60ca,ITEM_b3e843beb5fa,1,llm_recovered_positive
TERM_f28e60ca,ITEM_c1012787195b,1,llm_recovered_positive
TERM_f28e60ca,ITEM_3a901bf1adb9,1,llm_recovered_positive
TERM_ce2da7d3,ITEM_cfd2a69550c3,1,llm_recovered_positive
TERM_ce2da7d3,ITEM_be434ee7834e,1,llm_recovered_positive
TERM_ce2da7d3,ITEM_828fedd8b4bc,1,llm_recovered_positive
TERM_ce2da7d3,ITEM_7f4b0b13f914,1,llm_recovered_positive
TERM_ce2da7d3,ITEM_8a8e2de99b4b,1,llm_recovered_positive
TERM_97c5c30a,ITEM_b541121afe4b,1,llm_recovered_positive
TERM_97c5c30a,ITEM_883b5412f2ba,1,llm_recovered_positive
TERM_97c5c30a,ITEM_c32ac83b837d,1,llm_recovered_positive
TERM_97c5c30a,ITEM_66b16abe34db,1,llm_recovered_positive
TERM_97c5c30a,ITEM_332683307d0a,1,llm_recovered_positive
TERM_10ca5839,ITEM_aac044f234c2,1,llm_recovered_positive
TERM_10ca5839,ITEM_301ece0d4c10,1,llm_recovered_positive
TERM_10ca5839,ITEM_b73aaf5562ac,1,llm_recovered_positive
TERM_10ca5839,ITEM_199b433aef78,1,llm_recovered_positive
TERM_10ca5839,ITEM_f91573bba54c,1,llm_recovered_positive
TERM_a48a9a96,ITEM_cfe030975e31,0,llm_verified_negative
TERM_a48a9a96,ITEM_ccefa8fbeeb1,0,llm_verified_negative
TERM_a48a9a96,ITEM_a47e55c982a2,0,llm_verified_negative
TERM_a48a9a96,ITEM_dcd741dcd8bf,0,llm_verified_negative
TERM_a48a9a96,ITEM_b8a897259335,0,llm_verified_negative
TERM_89e63106,ITEM_7f5912b8db24,1,llm_recovered_positive
TERM_89e63106,ITEM_01aab05fcd64,1,llm_recovered_positive
TERM_89e63106,ITEM_0fdbc7db11c2,1,llm_recovered_positive
TERM_89e63106,ITEM_62f232268eaf,1,llm_recovered_positive
TERM_89e63106,ITEM_f2ff025d6405,1,llm_recovered_positive
TERM_542a4917,ITEM_a16ecf0e3ae9,1,llm_recovered_positive
TERM_542a4917,ITEM_92095877ba6e,1,llm_recovered_positive
TERM_542a4917,ITEM_3055c0441baa,1,llm_recovered_positive
TERM_542a4917,ITEM_3b67bac7ec14,1,llm_recovered_positive
TERM_542a4917,ITEM_ad11907fa74e,1,llm_recovered_positive
TERM_f28fd367,ITEM_93e9d5f0cbb6,1,llm_recovered_positive
TERM_f28fd367,ITEM_1a7e0dd0052f,1,llm_recovered_positive
TERM_f28fd367,ITEM_7e46e9a3a86c,1,llm_recovered_positive
TERM_f28fd367,ITEM_a838681998ec,1,llm_recovered_positive
TERM_f28fd367,ITEM_a21e87d71b1f,1,llm_recovered_positive
TERM_eec43d61,ITEM_726873a09548,0,llm_verified_negative
TERM_eec43d61,ITEM_675a10e32aa1,0,llm_verified_negative
TERM_eec43d61,ITEM_efc66d48be0c,0,llm_verified_negative
TERM_eec43d61,ITEM_4235d2a51def,0,llm_verified_negative
TERM_eec43d61,ITEM_a698118ac88a,0,llm_verified_negative
TERM_339ae87c,ITEM_7942711a5b03,1,llm_recovered_positive
TERM_339ae87c,ITEM_983e623bd495,1,llm_recovered_positive
TERM_339ae87c,ITEM_c1a47fd4575f,0,llm_verified_negative
TERM_339ae87c,ITEM_1a5436385ca9,0,llm_verified_negative
TERM_339ae87c,ITEM_b00bc0676681,0,llm_verified_negative
TERM_7c5599dc,ITEM_11888ebd6968,1,llm_recovered_positive
TERM_7c5599dc,ITEM_4b0189692e32,1,llm_recovered_positive
TERM_7c5599dc,ITEM_f0b72e8e35c7,1,llm_recovered_positive
TERM_7c5599dc,ITEM_bcec27fe90d6,0,llm_verified_negative
TERM_7c5599dc,ITEM_f2e22cf2fb9f,1,llm_recovered_positive
TERM_516afbee,ITEM_d48dfb299a89,1,llm_recovered_positive
TERM_516afbee,ITEM_8543fc4e82a9,1,llm_recovered_positive
TERM_516afbee,ITEM_dfc67bcf96a5,1,llm_recovered_positive
TERM_516afbee,ITEM_23f9cc078ee2,1,llm_recovered_positive
TERM_516afbee,ITEM_8e2959e9b722,1,llm_recovered_positive
TERM_5c0fd41c,ITEM_a4fac2d55df1,1,llm_recovered_positive
TERM_5c0fd41c,ITEM_dd07167fd42c,1,llm_recovered_positive
TERM_5c0fd41c,ITEM_aa4c5e5cb7cd,1,llm_recovered_positive
TERM_5c0fd41c,ITEM_c722b56d8f24,1,llm_recovered_positive
TERM_5c0fd41c,ITEM_a3a6904b2ae6,1,llm_recovered_positive
TERM_fe3f8081,ITEM_017d8f042a93,1,llm_recovered_positive
TERM_fe3f8081,ITEM_d79730192f30,1,llm_recovered_positive
TERM_fe3f8081,ITEM_0d66fcd61900,1,llm_recovered_positive
TERM_fe3f8081,ITEM_119ad219754e,1,llm_recovered_positive
TERM_fe3f8081,ITEM_c65cf38847c2,1,llm_recovered_positive
TERM_71e7e8e0,ITEM_92f9edda2b31,0,llm_verified_negative
TERM_71e7e8e0,ITEM_20e082461743,0,llm_verified_negative
TERM_71e7e8e0,ITEM_8fb345612c41,0,llm_verified_negative
TERM_71e7e8e0,ITEM_3a4d72a1a719,0,llm_verified_negative
TERM_71e7e8e0,ITEM_f0c179380618,0,llm_verified_negative
TERM_cb7b62db,ITEM_591d1c6b67fe,1,llm_recovered_positive
TERM_cb7b62db,ITEM_c2d85219e0be,1,llm_recovered_positive
TERM_cb7b62db,ITEM_f2746b4ee151,1,llm_recovered_positive
TERM_cb7b62db,ITEM_a9a6ddcbb6f7,1,llm_recovered_positive
TERM_cb7b62db,ITEM_a2bfb0cab9e1,1,llm_recovered_positive
TERM_181fb0a6,ITEM_2c9006377159,1,llm_recovered_positive
TERM_181fb0a6,ITEM_f6a88117176c,1,llm_recovered_positive
TERM_181fb0a6,ITEM_be1da31e9aed,1,llm_recovered_positive
TERM_181fb0a6,ITEM_111d2d187e9c,1,llm_recovered_positive
TERM_181fb0a6,ITEM_ea0597ad863f,1,llm_recovered_positive
TERM_7c52d5cd,ITEM_79967e313a94,1,llm_recovered_positive
TERM_7c52d5cd,ITEM_5319319a6ddc,1,llm_recovered_positive
TERM_7c52d5cd,ITEM_7997ba78c97a,1,llm_recovered_positive
TERM_7c52d5cd,ITEM_a8d47b004aa8,1,llm_recovered_positive
TERM_7c52d5cd,ITEM_abfdab4db363,1,llm_recovered_positive
TERM_3099a867,ITEM_ebbb39acb630,0,llm_verified_negative
TERM_3099a867,ITEM_084ebc5b397e,1,llm_recovered_positive
TERM_3099a867,ITEM_833f1d70794a,1,llm_recovered_positive
TERM_3099a867,ITEM_d44d20383144,0,llm_verified_negative
TERM_3099a867,ITEM_749530d9220f,0,llm_verified_negative
TERM_f21afbb2,ITEM_5e3e7c09c5c4,1,llm_recovered_positive
TERM_f21afbb2,ITEM_4109a1732bbc,1,llm_recovered_positive
TERM_f21afbb2,ITEM_ad1d9cb60cd3,1,llm_recovered_positive
TERM_f21afbb2,ITEM_c5b758e99f4e,1,llm_recovered_positive
TERM_f21afbb2,ITEM_3e6fced9af00,1,llm_recovered_positive
TERM_79cfac08,ITEM_6e9ac2a8a188,1,llm_recovered_positive
TERM_79cfac08,ITEM_0dc6225fea2f,1,llm_recovered_positive
TERM_79cfac08,ITEM_3dc2e2ad7ca8,1,llm_recovered_positive
TERM_79cfac08,ITEM_4f447297f5f0,1,llm_recovered_positive
TERM_79cfac08,ITEM_97c15d06be86,1,llm_recovered_positive
TERM_4fa9bd76,ITEM_8eea7af92ced,1,llm_recovered_positive
TERM_4fa9bd76,ITEM_fdf59da8edb7,1,llm_recovered_positive
TERM_4fa9bd76,ITEM_4c9674285379,1,llm_recovered_positive
TERM_4fa9bd76,ITEM_3d0e9b3e2447,1,llm_recovered_positive
TERM_4fa9bd76,ITEM_ccb8489f3365,1,llm_recovered_positive
TERM_b014e01c,ITEM_9ff8c0206f57,1,llm_recovered_positive
TERM_b014e01c,ITEM_63dc6aa71efd,1,llm_recovered_positive
TERM_b014e01c,ITEM_bedffb252321,1,llm_recovered_positive
TERM_b014e01c,ITEM_7f1299557973,1,llm_recovered_positive
TERM_b014e01c,ITEM_800454c4b4eb,1,llm_recovered_positive
TERM_55e5f7eb,ITEM_0194268e6e04,1,llm_recovered_positive
TERM_55e5f7eb,ITEM_ed054e4b55cf,1,llm_recovered_positive
TERM_55e5f7eb,ITEM_162e81ea8b51,1,llm_recovered_positive
TERM_55e5f7eb,ITEM_b708cd3734c2,1,llm_recovered_positive
TERM_55e5f7eb,ITEM_a264ab8d9e33,1,llm_recovered_positive
TERM_378c2be4,ITEM_8c305ec3c0ae,1,llm_recovered_positive
TERM_378c2be4,ITEM_c7ef1b5f57d5,1,llm_recovered_positive
TERM_378c2be4,ITEM_b966a76dd891,1,llm_recovered_positive
TERM_378c2be4,ITEM_434c15cd1b82,1,llm_recovered_positive
TERM_378c2be4,ITEM_d5e10d745425,1,llm_recovered_positive
TERM_930a3a37,ITEM_16cee927504d,0,llm_verified_negative
TERM_930a3a37,ITEM_604e8ac52774,1,llm_recovered_positive
TERM_930a3a37,ITEM_d46880e61f3a,0,llm_verified_negative
TERM_930a3a37,ITEM_4759764bfea6,0,llm_verified_negative
TERM_930a3a37,ITEM_b5125d88f45c,0,llm_verified_negative
TERM_5d3b02a9,ITEM_629a0e8ca092,1,llm_recovered_positive
TERM_5d3b02a9,ITEM_e3e581fd9570,1,llm_recovered_positive
TERM_5d3b02a9,ITEM_cd4afe144601,1,llm_recovered_positive
TERM_5d3b02a9,ITEM_61a12fd04f54,1,llm_recovered_positive
TERM_5d3b02a9,ITEM_c2bf9239aa11,1,llm_recovered_positive
TERM_04a30cd9,ITEM_479a5e4a61fa,1,llm_recovered_positive
TERM_04a30cd9,ITEM_637037f523f7,1,llm_recovered_positive
TERM_04a30cd9,ITEM_243852ef8b90,1,llm_recovered_positive
TERM_04a30cd9,ITEM_7670e3467749,1,llm_recovered_positive
TERM_04a30cd9,ITEM_225d541d1367,1,llm_recovered_positive
TERM_2e2677d4,ITEM_3d3163d3299d,1,llm_recovered_positive
TERM_2e2677d4,ITEM_8125940b5ca5,1,llm_recovered_positive
TERM_2e2677d4,ITEM_a419de563621,1,llm_recovered_positive
TERM_2e2677d4,ITEM_3f8bad35d9b6,1,llm_recovered_positive
TERM_2e2677d4,ITEM_2093e7568cf6,1,llm_recovered_positive
TERM_d8a17a52,ITEM_1cf185ce96dc,0,llm_verified_negative
TERM_d8a17a52,ITEM_bc2a5f67e8c5,0,llm_verified_negative
TERM_d8a17a52,ITEM_f194bb33e2c5,0,llm_verified_negative
TERM_d8a17a52,ITEM_7ec9cf0de5fd,0,llm_verified_negative
TERM_d8a17a52,ITEM_5b5cf08d20fd,0,llm_verified_negative
TERM_03a61ae3,ITEM_88d7d3aad3f1,1,llm_recovered_positive
TERM_03a61ae3,ITEM_1b131591978c,1,llm_recovered_positive
TERM_03a61ae3,ITEM_e4b8868ca5b0,1,llm_recovered_positive
TERM_03a61ae3,ITEM_d27cdb592d8a,1,llm_recovered_positive
TERM_03a61ae3,ITEM_27899c98720b,1,llm_recovered_positive
TERM_74e53bd0,ITEM_d1d58c1f0247,1,llm_recovered_positive
TERM_74e53bd0,ITEM_a845399faba0,1,llm_recovered_positive
TERM_74e53bd0,ITEM_8519d9674835,1,llm_recovered_positive
TERM_74e53bd0,ITEM_83adf1c4cc73,1,llm_recovered_positive
TERM_74e53bd0,ITEM_0ab3517b6d5e,1,llm_recovered_positive
TERM_ab18f927,ITEM_6859cee85f58,1,llm_recovered_positive
TERM_ab18f927,ITEM_7fc9431eb89d,1,llm_recovered_positive
TERM_ab18f927,ITEM_6fd0b8808032,1,llm_recovered_positive
TERM_ab18f927,ITEM_02bd53ef891c,1,llm_recovered_positive
TERM_ab18f927,ITEM_1fd2a13547b4,1,llm_recovered_positive
TERM_7d8eb866,ITEM_ef94bab74589,1,llm_recovered_positive
TERM_7d8eb866,ITEM_bb7e76cf5800,1,llm_recovered_positive
TERM_7d8eb866,ITEM_70f8262d298b,1,llm_recovered_positive
TERM_7d8eb866,ITEM_5815c17a811b,1,llm_recovered_positive
TERM_7d8eb866,ITEM_fd424147d211,1,llm_recovered_positive
TERM_9b17d2b0,ITEM_2c1687f4e61a,1,llm_recovered_positive
TERM_9b17d2b0,ITEM_47e5e42b8400,1,llm_recovered_positive
TERM_9b17d2b0,ITEM_041b53200caf,1,llm_recovered_positive
TERM_9b17d2b0,ITEM_1b8fc76fee1a,1,llm_recovered_positive
TERM_9b17d2b0,ITEM_f028259361cb,1,llm_recovered_positive
TERM_ccbd5435,ITEM_4d7ff56cbd3a,1,llm_recovered_positive
TERM_ccbd5435,ITEM_1b8b8ebf9a94,1,llm_recovered_positive
TERM_ccbd5435,ITEM_53a53650cc5b,1,llm_recovered_positive
TERM_ccbd5435,ITEM_76b0687a4ffd,1,llm_recovered_positive
TERM_ccbd5435,ITEM_c546eb6453b3,1,llm_recovered_positive
TERM_0b61fc27,ITEM_cc89d83795cc,1,llm_recovered_positive
TERM_0b61fc27,ITEM_0fe7c52fa0fa,1,llm_recovered_positive
TERM_0b61fc27,ITEM_18dd53f0e2b7,1,llm_recovered_positive
TERM_0b61fc27,ITEM_eebf1767cdb1,1,llm_recovered_positive
TERM_0b61fc27,ITEM_18f75e51bcd3,1,llm_recovered_positive
TERM_cf0d2bae,ITEM_c63d5e879c6b,1,llm_recovered_positive
TERM_cf0d2bae,ITEM_1d9133f30e9f,1,llm_recovered_positive
TERM_cf0d2bae,ITEM_b7b64f4c82de,1,llm_recovered_positive
TERM_cf0d2bae,ITEM_efa5c39eb88c,1,llm_recovered_positive
TERM_cf0d2bae,ITEM_c49e5eee4aba,1,llm_recovered_positive
TERM_5bc7b971,ITEM_f6b7b48d86b7,1,llm_recovered_positive
TERM_5bc7b971,ITEM_fa3736a9990a,1,llm_recovered_positive
TERM_5bc7b971,ITEM_5361aa4e8698,1,llm_recovered_positive
TERM_5bc7b971,ITEM_d89a62a7917d,1,llm_recovered_positive
TERM_5bc7b971,ITEM_85436d4cfbb7,1,llm_recovered_positive
TERM_8f3a5a5a,ITEM_36aedbc4fc0a,1,llm_recovered_positive
TERM_8f3a5a5a,ITEM_c3ce96a2530d,1,llm_recovered_positive
TERM_8f3a5a5a,ITEM_2258f1309df9,1,llm_recovered_positive
TERM_8f3a5a5a,ITEM_6cdbe5de03fb,1,llm_recovered_positive
TERM_8f3a5a5a,ITEM_7e6353d0c0e5,1,llm_recovered_positive
TERM_a08dedfc,ITEM_ad51841edd38,1,llm_recovered_positive
