term_id,item_id,label
TERM_00247623,ITEM_c20dfd65f2f5,0
TERM_00247623,ITEM_5ba344138ffa,0
TERM_00247623,ITEM_d0cd2aa2ed8f,0
TERM_00247623,ITEM_9ced18fdc05c,0
TERM_0024b0d1,ITEM_5bc732232353,0
TERM_0024b0d1,ITEM_7866313f61e7,0
TERM_0024b0d1,ITEM_9bd74fffea98,0
TERM_0024b0d1,ITEM_552f09831148,0
TERM_0024b0d1,ITEM_1e7f85bc9fde,0
TERM_0024b0d1,ITEM_6ad5d5b2d184,0
TERM_0024b0d1,ITEM_ae0db5408688,0
TERM_0024b0d1,ITEM_3a515fb7125d,0
TERM_0024b0d1,ITEM_5ea797fe5827,0
TERM_0024b0d1,ITEM_17fa9b92dc5b,0
TERM_002ed9d9,ITEM_9507c55ca330,0
TERM_002ed9d9,ITEM_c056df6b3bda,0
TERM_002ed9d9,ITEM_a63ace23e4a8,0
TERM_002ed9d9,ITEM_552f09831148,0
TERM_002ed9d9,ITEM_1e7f85bc9fde,0
TERM_002ed9d9,ITEM_6ad5d5b2d184,0
TERM_002ed9d9,ITEM_ae0db5408688,0
TERM_002ed9d9,ITEM_3a515fb7125d,0
TERM_002ed9d9,ITEM_5ea797fe5827,0
TERM_002ed9d9,ITEM_17fa9b92dc5b,0
TERM_0033a102,ITEM_1c3bddd71da9,0
TERM_0033a102,ITEM_1db1af0ee797,0
TERM_0033a102,ITEM_70ec942d7eb6,0
TERM_0033a102,ITEM_844185ccac11,0
TERM_0033a102,ITEM_59e7ab296309,0
TERM_0033a102,ITEM_0d51e2c15f04,0
TERM_0033a102,ITEM_acfb1ff8bd4c,0
TERM_0033a102,ITEM_57747301d5c1,0
TERM_0033a102,ITEM_82dad17c4983,0
TERM_0033a102,ITEM_b2bee68624b7,0
TERM_0034897b,ITEM_a1b9e5d2e6cf,0
TERM_0034897b,ITEM_c80e51f36f69,0
TERM_0034897b,ITEM_54a58389e6a6,0
TERM_0034897b,ITEM_537cc62423e3,0
TERM_0034897b,ITEM_0e796a60b709,0
TERM_0034897b,ITEM_fcb77d71bddf,0
TERM_0034897b,ITEM_077b5053bf5a,0
TERM_0034897b,ITEM_e5cb7953898e,0
TERM_0034897b,ITEM_11b2daf1b3e3,0
TERM_0034897b,ITEM_5d4d332db982,0
TERM_0035f0bf,ITEM_2328afa653fe,0
TERM_0035f0bf,ITEM_88bc653512cd,0
TERM_0035f0bf,ITEM_1dad44e8f818,0
TERM_0035f0bf,ITEM_8cd8e3505301,0
TERM_0035f0bf,ITEM_18fcc23ef885,0
TERM_0035f0bf,ITEM_cb534f7d3afa,0
TERM_0035f0bf,ITEM_3361cc7c5d89,0
TERM_0035f0bf,ITEM_21d4b4f31f85,0
TERM_0035f0bf,ITEM_b7ed51de6f41,0
TERM_0035f0bf,ITEM_b14cf447f160,0
TERM_00391063,ITEM_d4bd7271f023,0
TERM_00391063,ITEM_f70c60259fb5,0
TERM_00391063,ITEM_0395da6f1e9c,0
TERM_00391063,ITEM_81d52d678b06,0
TERM_00391063,ITEM_4adecddf26fe,0
TERM_00391063,ITEM_37234018ad10,0
TERM_00391063,ITEM_7c9133da78f3,0
TERM_00391063,ITEM_0425dc73d431,0
TERM_00391063,ITEM_c1b5ad27df3c,0
TERM_00391063,ITEM_2cb02e36f2dc,0
TERM_003996f2,ITEM_1883578ceefc,0
TERM_003996f2,ITEM_22a723ce317e,0
TERM_003996f2,ITEM_2f68bac79d46,0
TERM_003996f2,ITEM_87f08c395018,0
TERM_003996f2,ITEM_3beac58de246,0
TERM_003996f2,ITEM_230e60a653da,0
TERM_003996f2,ITEM_6af508de2269,0
TERM_003996f2,ITEM_418ff94d7cc5,0
TERM_003996f2,ITEM_b3dcd2c19504,0
TERM_003996f2,ITEM_2f6385f031cb,0
TERM_00416cb7,ITEM_910242b32b81,0
TERM_00416cb7,ITEM_09cbadab5cd6,0
TERM_00416cb7,ITEM_3e1c5cee0746,0
TERM_00416cb7,ITEM_a9ddaf3c5f92,0
TERM_00416cb7,ITEM_137b24f3afc0,0
TERM_00416cb7,ITEM_701e95b5237a,0
TERM_00416cb7,ITEM_18d0f49504f1,0
TERM_00416cb7,ITEM_8b74073db5b1,0
TERM_00416cb7,ITEM_45fa6ea2542d,0
TERM_00416cb7,ITEM_aead96afe17c,0
TERM_00474693,ITEM_d375ee2ee26b,0
TERM_00474693,ITEM_73e1608b6759,0
TERM_00474693,ITEM_608ef2457843,0
TERM_00474693,ITEM_4ebf6ea20ddc,0
TERM_00474693,ITEM_cdc2224525f6,0
TERM_00474693,ITEM_4744a1b1423f,0
TERM_00474693,ITEM_dd8e32d50a51,0
TERM_00474693,ITEM_9a9d8fd4a2b4,0
TERM_00474693,ITEM_d240201a6723,0
TERM_00474693,ITEM_0b1dd73eb007,0
TERM_0047e1ec,ITEM_09241e24dd53,0
TERM_0047e1ec,ITEM_90ba803a13a5,0
TERM_0047e1ec,ITEM_b4bbd6bba32d,0
TERM_0047e1ec,ITEM_f45e48a012e9,0
TERM_0047e1ec,ITEM_143012f1132d,0
TERM_0047e1ec,ITEM_0401d0b8b38f,0
TERM_0047e1ec,ITEM_1f740da7de1b,0
TERM_0047e1ec,ITEM_eb7bcf1da2f6,0
TERM_0047e1ec,ITEM_d6429954789c,0
TERM_0047e1ec,ITEM_2fe5c40398ff,0
TERM_00574954,ITEM_1f78e8e4c784,0
TERM_00574954,ITEM_22c93ec8ea9f,0
TERM_00574954,ITEM_34e9e12f7865,0
TERM_00574954,ITEM_dfc590cd70a0,0
TERM_00574954,ITEM_3dc33848c4cb,0
TERM_00574954,ITEM_2ceded3244d5,0
TERM_00574954,ITEM_3de93fd6bd73,0
TERM_00574954,ITEM_bb0c2b044586,0
TERM_00574954,ITEM_ea41bbb47f2e,0
TERM_00574954,ITEM_bd04cacf706c,0
TERM_0057f871,ITEM_8a1f39622603,0
TERM_0057f871,ITEM_43583217d1d6,0
TERM_0057f871,ITEM_b65f1fc613b1,0
TERM_0057f871,ITEM_29866b97fe8c,0
TERM_0057f871,ITEM_d7c5cf5c9add,0
TERM_0057f871,ITEM_b58f6297004e,0
TERM_0057f871,ITEM_b776c9a4cdea,0
TERM_0057f871,ITEM_07e3b8df092f,0
TERM_0057f871,ITEM_002d3ddc0aab,0
TERM_0057f871,ITEM_33265d5a730e,0
TERM_005c15fe,ITEM_5ec46c3d713c,0
TERM_005c15fe,ITEM_7e368dc5c02d,0
TERM_005c15fe,ITEM_460f7568a63b,0
TERM_005c15fe,ITEM_9b504cf5371b,0
TERM_005c15fe,ITEM_08100bf6f6f8,0
TERM_005c15fe,ITEM_e81a74e0bb47,0
TERM_005c15fe,ITEM_f37d359a6569,0
TERM_005c15fe,ITEM_cbac838e77d1,0
TERM_005c15fe,ITEM_4061254b7a50,0
TERM_005c15fe,ITEM_c60e5f20ed8e,0
TERM_005e5987,ITEM_2bd2fff66029,0
TERM_005e5987,ITEM_f14bda3ce45b,0
TERM_005e5987,ITEM_d461bf0ab93d,0
TERM_005e5987,ITEM_ed0f7aef578f,0
TERM_005e5987,ITEM_5b65f205870e,0
TERM_005e5987,ITEM_00d1e4dbcf11,0
TERM_005e5987,ITEM_ef4234dcca14,0
TERM_005e5987,ITEM_781eaa77b43a,0
TERM_005e5987,ITEM_2cdfca012e4d,0
TERM_005e5987,ITEM_a4b945153304,0
TERM_005e6054,ITEM_caf4caf45503,0
TERM_005e6054,ITEM_3fe230122ce0,0
TERM_005e6054,ITEM_f681a345ace2,0
TERM_005e6054,ITEM_e9ef2d447a5a,0
TERM_005e6054,ITEM_2dadb4b1d011,0
TERM_005e6054,ITEM_c25bbaff643b,0
TERM_005e6054,ITEM_6c8817696821,0
TERM_005e6054,ITEM_34f42688b706,0
TERM_005e6054,ITEM_034681434f66,0
TERM_005e6054,ITEM_73deb45cd2f7,0
TERM_00616ee9,ITEM_630d8e90f79d,0
TERM_00616ee9,ITEM_6715f5682d30,0
TERM_00616ee9,ITEM_11aeb05fc3f7,0
TERM_00616ee9,ITEM_59f610a0f99a,0
TERM_00616ee9,ITEM_df5f7469bab2,0
TERM_00616ee9,ITEM_df10303c8a00,0
TERM_00616ee9,ITEM_9e0692a59287,0
TERM_00616ee9,ITEM_86afe9a99847,0
TERM_00616ee9,ITEM_4a5c8338dc76,0
TERM_00616ee9,ITEM_eac66ba7732b,0
TERM_0067f134,ITEM_a0b25fb3b56a,0
TERM_0067f134,ITEM_503d8d079c2a,0
TERM_0067f134,ITEM_ed71589b84c2,0
TERM_0067f134,ITEM_088e8b492499,0
TERM_0067f134,ITEM_7282c5a4c093,0
TERM_0067f134,ITEM_71a2caf08c9d,0
TERM_0067f134,ITEM_a744d659f7c2,0
TERM_0067f134,ITEM_6dc420450888,0
TERM_0067f134,ITEM_3d3b84f8e652,0
TERM_0067f134,ITEM_750d1b4b3027,0
TERM_006d25c9,ITEM_1bdb1fc404e9,0
TERM_006d25c9,ITEM_b62d24c1aee5,0
TERM_006d25c9,ITEM_17e24b6f292d,0
TERM_006d25c9,ITEM_90bbf7adf336,0
TERM_006d25c9,ITEM_3aaeb5f4cf97,0
TERM_006d25c9,ITEM_28e58559a295,0
TERM_006d25c9,ITEM_cec12e350d2e,0
TERM_006d25c9,ITEM_3aa632544f80,0
TERM_006d25c9,ITEM_3cfdb2165b70,0
TERM_006d25c9,ITEM_4ab5e8514481,0
TERM_006fb101,ITEM_aeda5d48d24b,0
TERM_006fb101,ITEM_fc47754e6025,0
TERM_006fb101,ITEM_9a706505fd22,0
TERM_006fb101,ITEM_ba05b1747326,0
TERM_006fb101,ITEM_02b547da5222,0
TERM_006fb101,ITEM_c33fca58e9c6,0
TERM_006fb101,ITEM_c2ff29b031bf,0
TERM_006fb101,ITEM_a046135eb85f,0
TERM_006fb101,ITEM_bdc1b5e098d5,0
TERM_006fb101,ITEM_7a1f2020537a,0
TERM_00712cf9,ITEM_974ee4f92186,0
TERM_00712cf9,ITEM_4c1060c421d6,0
TERM_00712cf9,ITEM_a71deee09ec3,0
TERM_00712cf9,ITEM_34bb9955017c,0
TERM_00712cf9,ITEM_1d0e35ac916d,0
TERM_00712cf9,ITEM_ebeee068c59c,0
TERM_00712cf9,ITEM_dee4ddf88948,0
TERM_00712cf9,ITEM_6b8f8c17b13a,0
TERM_00712cf9,ITEM_19b117bb5202,0
TERM_00712cf9,ITEM_63acc76f540f,0
TERM_0072501e,ITEM_7409a6918cc8,0
TERM_0072501e,ITEM_09b3582f1901,0
TERM_0072501e,ITEM_947fca22e55b,0
TERM_0072501e,ITEM_6be86a84649e,0
TERM_0072501e,ITEM_97b6e7378d0a,0
TERM_0072501e,ITEM_a848db9d2e7f,0
TERM_0072501e,ITEM_3625ecb82be5,0
TERM_0072501e,ITEM_956daec533ea,0
TERM_0072501e,ITEM_5110d02e30d2,0
TERM_0072501e,ITEM_f4fc789facce,0
TERM_007551ad,ITEM_795d7e8c4e2b,0
TERM_007551ad,ITEM_96dffc61c4ca,0
TERM_007551ad,ITEM_3a4f4008630e,0
TERM_007551ad,ITEM_9e95af2b51c2,0
TERM_007551ad,ITEM_0cbc29b6bd5d,0
TERM_007551ad,ITEM_c1b4ada2f394,0
TERM_007551ad,ITEM_b8d5bc5e4fb1,0
TERM_007551ad,ITEM_9cbe2c5c6a38,0
TERM_007551ad,ITEM_ae01f05b9772,0
TERM_007551ad,ITEM_965cd07fc1d0,0
TERM_0075a532,ITEM_1fa6aa9efa0d,0
TERM_0075a532,ITEM_c46355ead8a6,0
TERM_0075a532,ITEM_c091136d3def,0
TERM_0075a532,ITEM_e1ecce4a2031,0
TERM_0075a532,ITEM_9dda71a8ca0f,0
TERM_0075a532,ITEM_e9f3fec9f555,0
TERM_0075a532,ITEM_62ce82b51edb,0
TERM_0075a532,ITEM_6b975515762b,0
TERM_0075a532,ITEM_cad984e9b94f,0
TERM_0075a532,ITEM_3a47e6f3fa0f,0
TERM_0078440f,ITEM_ca5913d94d32,0
TERM_0078440f,ITEM_f8b76374c528,0
TERM_0078440f,ITEM_42571663d4d5,0
TERM_0078440f,ITEM_59647a144e6d,0
TERM_0078440f,ITEM_3ecc43fced9d,0
TERM_0078440f,ITEM_60a0f10866fa,0
TERM_0078440f,ITEM_de50aa9daa67,0
TERM_0078440f,ITEM_c19f6c5a0207,0
TERM_0078440f,ITEM_f559712d8d0a,0
TERM_0078440f,ITEM_a76743806b23,0
TERM_0078a646,ITEM_601eb76a283e,0
TERM_0078a646,ITEM_c90c8974a88b,0
TERM_0078a646,ITEM_ed5f7e604c23,0
TERM_0078a646,ITEM_b6d878ac62ae,0
TERM_0078a646,ITEM_0efa19f0a8be,0
TERM_0078a646,ITEM_161e2f7f9f99,0
TERM_0078a646,ITEM_264b07a03a31,0
TERM_0078a646,ITEM_bfffd74d2c13,0
TERM_0078a646,ITEM_3a515fb7125d,0
TERM_0078a646,ITEM_5ea797fe5827,0
TERM_007a161f,ITEM_08f1458debfe,0
TERM_007a161f,ITEM_7f27f6987c8a,0
TERM_007a161f,ITEM_cf08874dd5a6,0
TERM_007a161f,ITEM_a5b8c80ddf7d,0
TERM_007a161f,ITEM_8344803fe0b3,0
TERM_007a161f,ITEM_6269bc62ae0a,0
TERM_007a161f,ITEM_a415bba2e121,0
TERM_007a161f,ITEM_2b6d99b1706c,0
TERM_007a161f,ITEM_ef3a3c7cb5f7,0
TERM_007a161f,ITEM_8287f5c4029d,0
TERM_007c3f50,ITEM_d892f9d9818d,0
TERM_007c3f50,ITEM_327a2a1ae65b,0
TERM_007c3f50,ITEM_33d0812964fd,0
TERM_007c3f50,ITEM_3e24e46b59bc,0
TERM_007c3f50,ITEM_8947cb81a47f,0
TERM_007c3f50,ITEM_e602fb48c7aa,0
TERM_007c3f50,ITEM_da98d6daee15,0
TERM_007c3f50,ITEM_8afbc71f0860,0
TERM_007c3f50,ITEM_cef51e810bc3,0
TERM_007c3f50,ITEM_a3be71cb9a46,0
TERM_007e09b0,ITEM_a665ece049d4,0
TERM_007e09b0,ITEM_58901b23af95,0
TERM_007e09b0,ITEM_fabaa3d1ff9c,0
TERM_007e09b0,ITEM_5d433d2afe6d,0
TERM_007e09b0,ITEM_62e35e5a7f7e,0
TERM_007e09b0,ITEM_bbf2830cd09b,0
TERM_007e09b0,ITEM_d796b30af5c0,0
TERM_007e09b0,ITEM_24de02c0313e,0
TERM_007e09b0,ITEM_56bf42840eaa,0
TERM_007e09b0,ITEM_5f6231f55f51,0
TERM_0084e8af,ITEM_eb583a2367c6,0
TERM_0084e8af,ITEM_c254d23738b4,0
TERM_0084e8af,ITEM_9cbe5e45348c,0
TERM_0084e8af,ITEM_073c9ebcacf9,0
TERM_0084e8af,ITEM_c2405d59cede,0
TERM_0084e8af,ITEM_f948baca3587,0
TERM_0084e8af,ITEM_4d9ef5d3e064,0
TERM_0084e8af,ITEM_78aecdae4aed,0
TERM_0084e8af,ITEM_7015ce898a7f,0
TERM_0084e8af,ITEM_9546ae129d67,0
TERM_008ee0b1,ITEM_f8f8e5acbd4f,0
TERM_008ee0b1,ITEM_10d0faefa9ab,0
TERM_008ee0b1,ITEM_5156bfaabe8d,0
TERM_008ee0b1,ITEM_0adc0017898c,0
TERM_008ee0b1,ITEM_d010e96565a8,0
TERM_008ee0b1,ITEM_68e7f89866c7,0
TERM_008ee0b1,ITEM_4aad336603f2,0
TERM_008ee0b1,ITEM_6eed10c863a5,0
TERM_008ee0b1,ITEM_46b05f359862,0
TERM_008ee0b1,ITEM_4e758e8f1d69,0
TERM_00913fee,ITEM_e3d0cb40ba8f,0
TERM_00913fee,ITEM_0c2515cc539d,0
TERM_00913fee,ITEM_ec30261a34d4,0
TERM_00913fee,ITEM_3c0beb70ce38,0
TERM_00913fee,ITEM_28a97eceac35,0
TERM_00913fee,ITEM_4ae163d12d80,0
TERM_00913fee,ITEM_2024acf48e61,0
TERM_00913fee,ITEM_e3d47cbad220,0
TERM_00913fee,ITEM_a36b99ecb9c1,0
TERM_00913fee,ITEM_e50b5bcb06d4,0
TERM_00920ed4,ITEM_cad19bb5e401,0
TERM_00920ed4,ITEM_7c7f0b95c092,0
TERM_00920ed4,ITEM_652aef2f7822,0
TERM_00920ed4,ITEM_4cdb49aed5ae,0
TERM_00920ed4,ITEM_cdab4dabe2b9,0
TERM_00920ed4,ITEM_5248c86e4469,0
TERM_00920ed4,ITEM_ea85c0852bf5,0
TERM_00920ed4,ITEM_6e358746174e,0
TERM_00920ed4,ITEM_26e28002419a,0
TERM_00920ed4,ITEM_08a57c5bc1fc,0
TERM_0094b267,ITEM_aca2db4c6e27,0
TERM_0094b267,ITEM_986c294400f1,0
TERM_0094b267,ITEM_9981574760e4,0
TERM_0094b267,ITEM_0ba1f49a6f25,0
TERM_0094b267,ITEM_0cb3ec75c218,0
TERM_0094b267,ITEM_b083a9315bc3,0
TERM_0094b267,ITEM_b381689777e3,0
TERM_0094b267,ITEM_679b405ebde0,0
TERM_0094b267,ITEM_2e86347b5a3d,0
TERM_0094b267,ITEM_eb6bc77ebf48,0
TERM_0094f94d,ITEM_fec990e4babf,0
TERM_0094f94d,ITEM_1af336ab87ae,0
TERM_0094f94d,ITEM_249b981ad837,0
TERM_0094f94d,ITEM_fb7aec572bf4,0
TERM_0094f94d,ITEM_57fa929a68c3,0
TERM_0094f94d,ITEM_55595b62bb40,0
TERM_0094f94d,ITEM_21bf5ac10b3e,0
TERM_0094f94d,ITEM_bf3d415dbcb2,0
TERM_0094f94d,ITEM_cad7d7689b3a,0
TERM_0094f94d,ITEM_7f540b3c046f,0
TERM_00978bc9,ITEM_a47eb9ec0914,0
TERM_00978bc9,ITEM_b57b9533ee0f,0
TERM_00978bc9,ITEM_d7de5eadb3e2,0
TERM_00978bc9,ITEM_e043709b19d0,0
TERM_00978bc9,ITEM_dd40e9d9f4c8,0
TERM_00978bc9,ITEM_295f89dae884,0
TERM_00978bc9,ITEM_8d63c1b566f6,0
TERM_00978bc9,ITEM_9273e2ef0455,0
TERM_00978bc9,ITEM_5f375964eec8,0
TERM_00978bc9,ITEM_6abed117b865,0
TERM_009a3980,ITEM_5eabf2b733b0,0
TERM_009a3980,ITEM_6106f55039d5,0
TERM_009a3980,ITEM_89ee2fec11a7,0
TERM_009a3980,ITEM_78bc61c38045,0
TERM_009a3980,ITEM_6e850930b2b2,0
TERM_009a3980,ITEM_eacf8565efba,0
TERM_009a3980,ITEM_b6b03fee0d36,0
TERM_009a3980,ITEM_a8c89ae48f37,0
TERM_009a3980,ITEM_02c68d190873,0
TERM_009a3980,ITEM_d375ee2ee26b,0
TERM_009f7397,ITEM_cacc41ea3aa2,0
TERM_009f7397,ITEM_fcbc548e4b6a,0
TERM_009f7397,ITEM_22df5d9a0402,0
TERM_009f7397,ITEM_f55aef46471f,0
TERM_009f7397,ITEM_b99e556c1e03,0
TERM_009f7397,ITEM_6aca33b9960c,0
TERM_009f7397,ITEM_6af8168a2fac,0
TERM_009f7397,ITEM_b05a63aa5924,0
TERM_009f7397,ITEM_8e5ad7f6eb4c,0
TERM_009f7397,ITEM_624d709e35e1,0
TERM_00a1b05d,ITEM_51fd07f93fd7,0
TERM_00a1b05d,ITEM_84aefc04aa6a,0
TERM_00a1b05d,ITEM_c57de614773b,0
TERM_00a1b05d,ITEM_ccb00dbc7e24,0
TERM_00a1b05d,ITEM_d318bc1cc21e,0
TERM_00a1b05d,ITEM_6d149065812d,0
TERM_00a1b05d,ITEM_7ef09fb50c63,0
TERM_00a1b05d,ITEM_9a5dcf0d8717,0
TERM_00a1b05d,ITEM_d7ff20e2d725,0
TERM_00a1b05d,ITEM_8e04a7de5530,0
TERM_00aa9ff1,ITEM_2074d7c81dfc,0
TERM_00aa9ff1,ITEM_fb20fec12f3c,0
TERM_00aa9ff1,ITEM_8bb9a1cc7ec8,0
TERM_00aa9ff1,ITEM_d08ddc9cc67c,0
TERM_00aa9ff1,ITEM_9c75d8961fd6,0
TERM_00aa9ff1,ITEM_f146590f909c,0
TERM_00aa9ff1,ITEM_c016385dcaa6,0
TERM_00aa9ff1,ITEM_ab26a31e7647,0
TERM_00aa9ff1,ITEM_f41a190fa9fd,0
TERM_00aa9ff1,ITEM_15a7e5932e3d,0
TERM_00aae287,ITEM_419b7a4c2d81,0
TERM_00aae287,ITEM_3e24e46b59bc,0
TERM_00aae287,ITEM_33d0812964fd,0
TERM_00aae287,ITEM_36b2dc4accd9,0
TERM_00aae287,ITEM_c5613bd945e6,0
TERM_00aae287,ITEM_2bf6b5aa4e0e,0
TERM_00aae287,ITEM_35d0523793fb,0
TERM_00aae287,ITEM_78c698a2c453,0
TERM_00aae287,ITEM_c5fe4414cca3,0
TERM_00aae287,ITEM_c7aef59c7c34,0
TERM_00ab9445,ITEM_cab3238f8ac6,0
TERM_00ab9445,ITEM_9ca1882e576a,0
TERM_00ab9445,ITEM_690afe7cc4d6,0
TERM_00ab9445,ITEM_7199d2852727,0
TERM_00ab9445,ITEM_00794eb83027,0
TERM_00ab9445,ITEM_8f43aee58f00,0
TERM_00ab9445,ITEM_dda08a45ef6e,0
TERM_00ab9445,ITEM_0c07db893904,0
TERM_00ab9445,ITEM_e484b9e16646,0
TERM_00ab9445,ITEM_cc03d162901a,0
TERM_00b3bf3f,ITEM_9105aeecd2bc,0
TERM_00b3bf3f,ITEM_4a330f3a63e3,0
TERM_00b3bf3f,ITEM_bfabef294ea1,0
TERM_00b3bf3f,ITEM_3824ab5636c4,0
TERM_00b3bf3f,ITEM_6c1d2e50be41,0
TERM_00b3bf3f,ITEM_c84729e5ff88,0
TERM_00b3bf3f,ITEM_eec09996cfbe,0
TERM_00b3bf3f,ITEM_a8de88ad7227,0
TERM_00b3bf3f,ITEM_23a30862148b,0
TERM_00b3bf3f,ITEM_5e0bfef68478,0
TERM_00b7fd71,ITEM_b05502bb3075,0
TERM_00b7fd71,ITEM_3b20ffa902a4,0
TERM_00b7fd71,ITEM_4b3aa5f8a6ef,0
TERM_00b7fd71,ITEM_cebb3f72671f,0
TERM_00b7fd71,ITEM_048934de6ec1,0
TERM_00b7fd71,ITEM_7d216e2f69a3,0
TERM_00b7fd71,ITEM_f9a1630fcf13,0
TERM_00b7fd71,ITEM_2cf4b248cc15,0
TERM_00b7fd71,ITEM_08231d15787b,0
TERM_00b7fd71,ITEM_2aee58cb9c2c,0
TERM_00bb3ec7,ITEM_177a829b2cb1,0
TERM_00bb3ec7,ITEM_b8418b9d850d,0
TERM_00bb3ec7,ITEM_c92797abf952,0
TERM_00bb3ec7,ITEM_c0973aba7ad0,0
TERM_00bb3ec7,ITEM_66ee119edd2f,0
TERM_00bb3ec7,ITEM_2259748634b4,0
TERM_00bb3ec7,ITEM_a31b42b37306,0
TERM_00bb3ec7,ITEM_6b943e6d81d1,0
TERM_00bb3ec7,ITEM_77dcb1e2f78c,0
TERM_00bb3ec7,ITEM_e582f7c5b236,0
TERM_00c63224,ITEM_1e9f5648bd63,0
TERM_00c63224,ITEM_6ad70fc94e29,0
TERM_00c63224,ITEM_d7b659494f1d,0
TERM_00c63224,ITEM_ea6e7b6950be,0
TERM_00c63224,ITEM_31bd0c6ae5ec,0
TERM_00c63224,ITEM_fd56d903efbb,0
TERM_00c63224,ITEM_42eee79c1a56,0
TERM_00c63224,ITEM_725c1cc04a78,0
TERM_00c63224,ITEM_d43dc60c8d25,0
TERM_00c63224,ITEM_af65a4c5f0ff,0
TERM_00c6914c,ITEM_4b8376b586cc,0
TERM_00c6914c,ITEM_88e9070d7083,0
TERM_00c6914c,ITEM_f1417bb98aa1,0
TERM_00c6914c,ITEM_e618d2749d5e,0
TERM_00c6914c,ITEM_6cf551b91493,0
TERM_00c6914c,ITEM_17c2e6327bdc,0
TERM_00c6914c,ITEM_89c7ab7783dc,0
TERM_00c6914c,ITEM_18873a477d42,0
TERM_00c6914c,ITEM_e839fe57397e,0
TERM_00c6914c,ITEM_087dc04ec24d,0
